248
2	0.95289964	-2.572928753	1.731377783
2	-3.387663688	2.067573134	3.266407502
2	0.811188747	-3.007625221	-1.570073785
2	-2.207708497	-1.003946825	-2.436724577
2	-0.385092527	2.968193815	2.371458081
2	1.64038552	2.496011461	2.01331353
2	2.213744684	0.667180526	2.181448209
2	2.030069037	-2.548367456	2.149194188
2	-1.159644891	-0.51758976	2.81995914
2	0.457720914	-1.649587781	2.619356088
2	3.269059329	2.112120122	-1.800580353
2	-2.744932585	1.167932274	-0.099393054
2	2.548978223	-1.571133122	-1.991045281
2	2.718157603	-1.764305287	0.908118273
2	0.280598562	-1.921208163	-3.260479117
2	-1.102399171	1.24951985	1.896514997
2	2.890787637	-1.017606457	1.565517992
2	1.51330693	2.898087363	-1.18555912
2	-1.273992422	2.512014087	2.823554752
2	-3.427400852	-0.843006301	-2.394680775
2	1.461617555	-1.017116453	-2.007471394
2	-2.209690547	-2.298082399	-0.370209259
2	2.737273156	1.349923813	3.362533127
2	3.243543403	-0.260251736	2.207332924
2	1.882303819	1.536011016	2.606446596
2	-1.229215204	-0.99840076	-1.910037948
2	-2.67125835	0.258494961	-0.523356
2	-0.9215627	1.603253686	-3.405205154
2	-2.146338322	2.668542829	-0.989727937
2	2.875855055	2.471530832	1.640200208
2	-2.060147784	1.606822031	-1.00416254
2	-2.474405785	0.642799685	-2.212044508
2	-1.286594525	-1.48323766	0.956074533
2	3.091144845	-2.480772429	2.962090639
2	0.966346308	-1.469196921	1.568342738
2	0.652604272	-1.955726397	-1.913281458
2	-0.701699002	-2.851806132	-0.496726149
2	-0.331622858	1.78791517	-1.942335256
2	1.098312154	1.115235702	-0.817288256
2	-1.907568107	2.274204383	0.097545017
2	2.33765839	2.612838484	-3.070172406
2	-1.861965876	-3.147455374	-0.843069357
2	-2.292743673	-3.039178691	0.487254911
2	3.045634349	1.487831671	2.237109253
2	1.278576512	-1.674788894	-2.884147728
2	1.919931252	-3.031915032	-0.897136612
2	-0.349626987	-0.176655814	3.428919088
2	-0.723276813	-2.204885866	3.432439953
2	-1.325757948	0.537687458	-0.5606822
2	1.450017073	-0.634188053	1.038774629
2	-2.316920792	3.041633824	2.50039593
2	3.008640275	3.056499169	-2.453746954
2	2.689499293	1.236705024	1.004550757
2	2.026763502	2.972986692	1.087045425
2	-0.36540879	-2.872120782	2.081193803
2	-2.189037697	3.195946405	-3.403050122
2	0.226084735	-0.473657087	-1.358951162
2	-2.14213431	2.069862899	3.404671698
2	1.170293206	2.137857459	-0.549017065
2	2.872316536	2.706710467	0.47550659
2	-0.6994266	-3.342672458	-3.379978029
2	-1.570229326	-2.972870349	1.486072832
2	3.263835176	1.306603741	-2.476129599
2	0.339821964	0.874093906	-1.825008173
2	-1.935829694	-2.27399769	-1.660763763
2	1.888572842	-3.221939072	0.212543522
2	-1.749396277	0.356147746	0.485113085
2	1.166375122	0.034037601	-2.867247085
2	1.105634135	-0.473151626	2.086404567
2	-3.321700386	0.317178426	-2.737715443
2	1.224466827	0.001003381	-0.704587742
2	2.986145279	0.11475071	1.185415353
2	-2.46474522	-1.474722668	-1.132735144
2	0.886807367	2.132466502	1.363514985
2	-2.984732	2.011110817	-0.848927642
2	-2.165261438	-0.408139708	3.404361102
2	0.458365805	0.479188603	0.545595817
2	3.226890163	0.257858695	-1.779317255
2	1.80296412	1.250278161	-2.397067104
2	0.575329561	-0.934816993	3.258439495
2	1.680292729	-0.528141271	3.066357703
2	-0.234999754	2.431445407	-1.051414755
2	3.344138759	-2.819843685	-2.782980288
2	0.975197968	0.047742857	-1.86654203
2	-2.371140116	-0.257164747	2.373175718
2	3.205331666	-1.816669209	-3.241743168
2	-1.181902693	0.38273865	3.315357844
2	2.064767653	-2.286140858	-0.281728744
2	0.658652584	2.658524395	2.416122478
2	-1.342312621	-0.15068246	1.384742438
2	2.473327931	3.369093776	2.354082057
2	2.007142487	1.970676485	-1.292913851
2	2.008324767	0.456496753	-1.211038765
2	2.399529988	-1.291214443	3.105828003
2	0.023286228	1.374170157	0.679783445
2	-0.642644574	3.286052502	1.287294633
2	-1.898525108	2.948320185	-2.394177045
2	-2.309321269	-2.01498298	1.356977364
2	-2.882367985	-2.832604757	2.994493099
2	-1.458164903	1.364830015	0.004511632
2	0.14730955	0.636441906	2.672730227
2	-3.053446059	0.733503515	1.588700671
2	-0.547648169	-0.275786518	-2.061259142
2	3.1358671	1.074189353	-0.768994007
2	-1.577659327	-2.966929271	-2.89276947
2	-3.066666561	0.998596207	2.78915445
2	2.660873336	-1.510186121	-0.861899617
2	-2.925476729	-1.205469408	1.480222795
2	3.04495004	-2.836775133	0.504390325
2	-1.518702144	0.824254504	-1.762440917
2	1.995999337	-0.252685838	-0.022591485
2	1.147166073	-1.279324829	-0.368747913
2	-0.928199547	-1.631601932	2.189567062
2	-1.685253593	1.708936719	-2.500001035
2	-2.38477328	-2.228380699	-3.069627635
2	2.074836792	-2.679498217	1.117122229
